"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","Consensus"
"0724ac6238479a6938e93cba9a4868e2","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07350ec799648adf9e02692ca326ca28","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"075078331eae548ab04f973bf84c30b5","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"075b338936a93d3413ea79f6723c859d","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07715206c38ddb8de916e33705e1c5bd","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Skeletonema sp.","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0783c12e4ea6b43217af6bd6ecef385a","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytrium","Oblongichytrium sp. PBS05","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0783e5147ac4ee91e3ae1f8eaefdf90e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Ecdysozoa","Arthropoda","Crustacea","Maxillopoda","Copepoda","Harpacticoida","Paramphiascella fulvofasciata","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07923c4b085c1e84ed8a33bec90aa489","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07b277fc8afd73ebc7ec2dfc5a74d60f","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Cocconeis","Cocconeis placentula","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07dc2fe2f068379c41997d70229cfe93","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07ee35c74d6c87d01fcfb341e5085378","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Gomphonemopsis cf. pseudoexigua","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"07f1542e478668dccb1badd8d405eb96","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreales","Incertae Sedis","Acremonium","Acremonium blochii","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"08092db2ab71ecbb170e65927c5e8d76","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Choanoflagellata","Ichthyosporea","Dermocystida","Rhinosporideacae","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"080995ea8079bab4630a524f140dccd2","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured stramenopile","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"082ad7465fbbad30ca5954f2719bbeef","Eukaryota","SAR","Rhizaria","Cercozoa","Cyranomonas","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"083a3dbb73ee71ea028cc84dfd05037e","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0846a1576d62829b7eeeecdffb8762f5","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"085f48812071f6a08d59e545b5eabb40","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"087e160ede90cc237e9846a7f78fbcb7","Eukaryota","SAR","Stramenopiles","MAST-12","MAST-12A","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"089327f022893a8e4378bf18905234ea","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Plectida","Plectida_suborder","Plectida_infraorder","Leptolaimoidea","Leptolaimidae","Leptolaimus","1"
"089ffbc5bf0b244e055a99d02d943b40","Eukaryota","SAR","Alveolata","Protalveolata","Perkinsidae","A31","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"08af6b6e423e8642e9ee52c7858fe9f4","Eukaryota","SAR","Rhizaria","Cercozoa","Glissomonadida","Heteromita","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"08b57a7b01567367529f19f489ec32f1","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina","Desmoscolecina_infraorder","Desmoscolecoidea","Cyartonematidae","Cyartonema","1"
"08b8dc1b3f46e32e75ecebd88123842d","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata","Sabellida","Neosabellaria cementarium","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"08ed62d2a12f64e062ab04643170c4a0","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Nitzschia sp. (in: Bacillariophyta)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0901fcac1ca603b04e10a1a36d5e7096","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Coscinodiscophytina","Coscinodiscus","Coscinodiscus sp. 1 MPA-2013","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0902856ed1ef81aa2aadf52873a88eff","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"090ca43dd5e5ad93f303c592a87d6e98","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Chytridiomycota","Incertae Sedis","Chytridiomycetes","Lobulomycetales","Lobulomycetaceae","Lobulomyces","Lobulomyces poculatus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0914959181ecf592ad72d768c0959dc1","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon debeurmannianum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"092de9678064f65e5c81afc25c431128","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","Oblongichytrium sp. TN6","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"093853f50e0f06139579c6b1fed824fe","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Metalinhomoeus","1"
"0939b7c286ab7534bf363a8671dca00b","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"093e529c3d6209f885d9d223c5be0bb3","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"094184a87b31860facef37f19bf33bac","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliophyta","Zostera marina","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0956531ef8444c520cb45457aaa4bcac","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliophyta","Flacourtia indica","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"095c73088a6234476c1788309e4866d1","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade 12","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"095f47e4cd3d9f3b6cd6393ffb6e6fe3","Eukaryota","SAR","Rhizaria","Cercozoa","Ascetosporea","Paradiniidae","Paradinium","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"096148eed84f7ca5703051c6d08c2983","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Deuterostomia","Chordata","Vertebrata","Gnathostomata","Euteleostomi","Tetrapoda","Mammalia","Homo sapiens (human)","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09699e48cb96a47e90ad021709240787","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Annelida","Clitellata","Oligochaeta","Haplotaxida","Grania variochaeta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09757cd7709aa8eb4db027c07c548f5b","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade Gran-1","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09877803cce14cd684e7f46285ad75f9","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Nucleariidae and Fonticula group","Nucleariidae","Nuclearia","Nuclearia simplex","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0995a2f473d5cecb107327c2ff119ff5","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Plectida","Plectina","Plectina_infraorder","Camacolaimoidea","Camacolaimidae","Deontolaimus","1"
"099717c0e14b83effc5329b0cbc1bd91","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"099c939fa514a4277cd774d8cd0b6e58","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured stramenopile","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09aabb9ac24d034ff982ae5ec17c7058","Eukaryota","SAR","Rhizaria","Cercozoa","Cercomonadidae","Cavernomonas","Cavernomonas stercoris","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09bde5a7a8455270cac5f38200f14251","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09c10cb663bf1ce6d2c39e3a0b10ecc8","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Ecdysozoa","Arthropoda","Crustacea","Maxillopoda","Copepoda","Harpacticoida","Parabradya dilatata","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09d21c59265302e4b55a107484529aa9","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Sinophysis","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09d833edb5b1d6a105bacc7747da2100","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"09e473b8997c6e6c4a4eaec519e71cec","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0a0e44ee8ba896ee815ed63ca004236e","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0a24bf1a8bbf11bba13fd109c997528f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"0a25d3362c540a17875933b89dc9ca00","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina","Desmodorina_infraorder","Desmodoroidea","Desmodoridae","Bradylaimus","1"
"0a3813a1d517cd35cc7c68dddda7718a","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Thaumatomonadida","Peregriniidae","CCe","Cercozoa sp. CC-2009f","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0a45cfe6e14f6cbbcd9350ffd6333020","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"0a4724cfc9b3253be3f90d38f7374fe2","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Cryptosporida","Cryptosporidium","Colpodella tetrahymenae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
